cp,artist,song,section,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres,text_2,type,key_labels
"5,4,1,5,1",elton john,daniel,verse,0.691,0.467,0.0,-11.861,1.0,0.0293,0.414,4.15e-05,0.0882,0.904,132.019,234667.0,4.0,5,"['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']","Oh it looks like Daniel, must be the clouds in my eyes
They say Spain is pretty, though I've never been
Well Daniel says it's the best place that he's ever seen
Oh and he should know, he's been there enough
I miss Daniel, oh I miss him so much
Daniel my brother you are older than me
Do you still feel the pain of the scars that won't heal
Your eyes have died, cuz' you see more than I
Daniel you're a star in the face of the skies
Oh I miss Daniel, must be the clouds in my eyes.",glam rock,$C$
"5,4,5,4,1",elton john,daniel,verse,0.691,0.467,0.0,-11.861,1.0,0.0293,0.414,4.15e-05,0.0882,0.904,132.019,234667.0,4.0,5,"['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']","Oh it looks like Daniel, must be the clouds in my eyes
They say Spain is pretty, though I've never been
Well Daniel says it's the best place that he's ever seen
Oh and he should know, he's been there enough
I miss Daniel, oh I miss him so much
Daniel my brother you are older than me
Do you still feel the pain of the scars that won't heal
Your eyes have died, cuz' you see more than I
Daniel you're a star in the face of the skies
Oh I miss Daniel, must be the clouds in my eyes.",glam rock,$C$
"1,2,16",bill withers,lean on me,intro,0.619,0.22,0.0,-13.843,1.0,0.0667,0.782,1.19e-05,0.124,0.423,75.16,258835.0,4.0,3,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']","Sometimes in our lives we all have pain
We all have sorrow
But if we are wise
We know that there's always tomorrow
Please swallow your pride
If I have faith you need to borrow
For no one can fill those of your needs
That you won't let show
If there is a load you have to bear
That you can't carry
I'm right up the road
I'll share your load
If you just call me (call me)
If you need a friend (call me) call me uh huh(call me) if you need a friend
(call me)
If you ever need a friend (call me)
Call me (call me) call me (call me) call me
(Call me) call me (call me) if you need a friend
(Call me) call me (call me) call me (call me) call me (call me) call me (call
me)",classic soul,$C$
"1,2,3,4,3",bill withers,lean on me,intro,0.619,0.22,0.0,-13.843,1.0,0.0667,0.782,1.19e-05,0.124,0.423,75.16,258835.0,4.0,5,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']","Sometimes in our lives we all have pain
We all have sorrow
But if we are wise
We know that there's always tomorrow
Please swallow your pride
If I have faith you need to borrow
For no one can fill those of your needs
That you won't let show
If there is a load you have to bear
That you can't carry
I'm right up the road
I'll share your load
If you just call me (call me)
If you need a friend (call me) call me uh huh(call me) if you need a friend
(call me)
If you ever need a friend (call me)
Call me (call me) call me (call me) call me
(Call me) call me (call me) if you need a friend
(Call me) call me (call me) call me (call me) call me (call me) call me (call
me)",classic soul,$C$
"5,1,2,3,4",bill withers,lean on me,intro,0.619,0.22,0.0,-13.843,1.0,0.0667,0.782,1.19e-05,0.124,0.423,75.16,258835.0,4.0,5,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']","Sometimes in our lives we all have pain
We all have sorrow
But if we are wise
We know that there's always tomorrow
Please swallow your pride
If I have faith you need to borrow
For no one can fill those of your needs
That you won't let show
If there is a load you have to bear
That you can't carry
I'm right up the road
I'll share your load
If you just call me (call me)
If you need a friend (call me) call me uh huh(call me) if you need a friend
(call me)
If you ever need a friend (call me)
Call me (call me) call me (call me) call me
(Call me) call me (call me) if you need a friend
(Call me) call me (call me) call me (call me) call me (call me) call me (call
me)",classic soul,$C$
"1,2,16",america,a horse with no name,chorus,0.654,0.506,11.0,-17.18,0.0,0.0535,0.6859999999999999,0.0155,0.155,0.831,123.179,252240.0,4.0,3,"['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']","There were plants and birds and rocks and things
There was sand and hills and rings
It felt good to be out of the rain
In the desert you can remember your name
Cause there ain't no one for to give you no pain
La, la
You see I've been through the desert on a horse with no name",album rock,$B$
"4,1,5",nickelback,photograph,verse,0.513,0.877,8.0,-3.756,1.0,0.0292,0.000932,0.0001629999999999,0.136,0.389,145.91899999999998,258920.0,4.0,3,"['alternative metal', 'canadian pop', 'canadian rock', 'nu metal', 'post-grunge']","How did our eyes get so red?
And what the hell is on Joey's head?
This is where I grew up
I think the present owner fixed it up
I never knew we ever went without
The second floor is hard for sneakin' out
And this is where I went to school
Most of the time I had better things to do
Criminal record says I broke in twice
I must of done it half a dozen times
I wonder if it's too late
Should I go back and try to graduate?
Lot's better now than it was back then
If I was them, I wouldn't let me in
Every memory of lookin' out the back door
I have the photo album spread out on my bedroom floor
Good bye, good bye
Every memory of walkin' out the front door
I found the photo of the friend that I was lookin' for
Good bye, good bye, good bye
Remember the old arcade?
Blew every dollar that we ever made
The cops hated us hangin' out
They said somebody went and burnt it down
We use to listen to the radio
And sing along with every song we know
We said someday we'd find out how it feels
To sing to more than just a steering wheel
Kim's the first girl I kissed
I was so nervous that I nearly missed
She's had a couple of kids since then
I haven't seen her since God knows when
I miss that town
I miss their faces
You can't erase
You can't replace it
I miss it now
I can't believe it
So hard to stay
Too hard to leave it
If I could relive those days
I know the one thing that would never change
Every time I do it makes me",alternative metal,$G♯/A♭$
"4,1,5",taylor swift,you belong with me,pre-chorus,0.687,0.7829999999999999,6.0,-4.44,1.0,0.0386,0.162,1.35e-05,0.114,0.4429999999999999,129.964,231133.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']","Dreaming about the day when you wake up
Been here all along so why can't you see
You belong with me
Standing by and waiting at your back door",dance pop,$F♯/G♭$
"1,5,2,4",taylor swift,you belong with me,chorus,0.687,0.745,6.0,-4.432,1.0,0.0379,0.178,1.59e-05,0.111,0.435,129.966,232120.0,4.0,4,"['dance pop', 'pop', 'post-teen pop']","Dreaming about the day when you wake up
Been here all along so why can't you see
You belong with me
Standing by and waiting at your back door",dance pop,$F♯/G♭$
"1,5,2,4",taylor swift,you belong with me,verse,0.687,0.745,6.0,-4.432,1.0,0.0379,0.178,1.59e-05,0.111,0.435,129.966,232120.0,4.0,4,"['dance pop', 'pop', 'post-teen pop']","You're on the phone with your girlfriend
She's upset
She's going off about something that you said
'Cause she doesn't get your humor like I do
I'm in my room
It's a typical Tuesday night
I'm listening to the kind of music she doesn't like
And she'll never know your story like I do'
But she wears short skirts
I wear T-shirts
She's cheer captain
And I'm on the bleachers
And find that what you're looking for has been here the whole time
If you can see I'm the one who understands you
Walkin' the streets with you and your worn-out jeans
I can't help thinking this is how it ought to be
Laughing on a park bench, thinking to myself
Hey isn't this easy
And you've got a smile that could light up this whole town
I haven't seen it in a while since she brought you down
You say your fine
I know you better then that
Hey what you doing with a girl like that
She wears high heels
I wear sneakers
She's cheer captain and I'm on the bleachers
And find that what what you're looking for has been here the whole time
If you can see that I'm the one who understands you
All this time how could you not know
Baby, you belong with me
Oh, I remember you drivin' to my house in the middle of the night
I'm the one who makes you laugh
When you know you're about to cry
And I know your favorite songs
And you tell me about your dreams
I think I know where you belong
I think I know it's with me
Can't you see that I'm the one who understands you
All this time
How could you not know
Baby you belong with me
Have you ever thought just maybe",dance pop,$F♯/G♭$
"4,1,5",jimi hendrix,hey joe,verse,0.346,0.768,9.0,-5.695,1.0,0.0377,0.00603,0.38,0.0244,0.532,169.49200000000002,210160.0,4.0,3,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']","Hey Joe, where you goin' with that gun of your hand
Hey Joe, I said where you goin' with that gun in your hand, oh
I'm goin' down to shoot my old lady
Yeah, I'm goin' down to shoot my old lady
Huh! and that ain't cool
Huh hey hoe, I heard you shot your woman down
You shot her down now
Hey Joe, I heard you shot your lady down
You shot her down in the ground yeah!
Yes, I did, I shot her
You know I caught her messin' round messin' round town
Huh, yes I did I shot her
You know I caught my old lady messin' 'round town
And I gave her the gun
And I shot her
Shoot her one more time again baby!
Oh dig it
Oh alright
Hey Joe,
Hey Joe, I said
I'm goin' way down south
Way down to mexico way
I'm goin' way down South
Way down where I can be free
Ain't no one gonna find me
Ain't no hang-man gonna
He ain't gonna put a rope around me
You better believe it right now
I gotta go now
Hey, Joe
You better run on down
Goodbye everybody
Hey, hey Joe...",album rock,$A$
"4,1,5",katy perry,thinking of you,verse,0.431,0.8029999999999999,4.0,-4.459,1.0,0.0364,0.0016699999999999,0.0,0.331,0.309,147.048,246410.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']","Comparisons are easily done
Once you've had a taste of perfection
Like an apple hanging from a tree
I picked the ripest one
I still got the seed
You said move on
Where do I go
I guess second best
Is all I will know
Cause when I'm with him
I am thinking of you
Thinking of you
What you would do if
You were the one
Who was spending the night
Oh I wish that I
Was looking into your eyes
You're like an Indian summer
In the middle of winter
Like a hard candy
With a surprise center
How do I get better
Once I've had the best
You said there's
Tons of fish in the water
So the waters I will test
He kissed my lips
I taste your mouth
He pulled me in
I was disgusted with myself
You're the best
And yes I do regret
How I could let myself
Let you go
Now the lesson's learned
I touched it I was burned
Oh I think you should know
Oh won't you walk through
And bust in the door
And take me away
Oh no more mistakes
Cause in your eyes I'd like to stay",dance pop,$E$
"4,5,1",katy perry,thinking of you,chorus,0.431,0.8029999999999999,4.0,-4.459,1.0,0.0364,0.0016699999999999,0.0,0.331,0.309,147.048,246410.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']","[Chorus]
Looking into your eyes",dance pop,$E$
"4,1,5",coldplay,paradise,verse,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,3,"['permanent wave', 'pop']","But it flew away from her reach
So she ran away in her sleep and dreamed of
Para-para-paradise, para-para-paradise, para-para-paradise
Every time she closed her eyes
But it flew away from her reach and the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly every tear a waterfall
In the night the stormy night she'll close her eyes
In the night the stormy night away she'd fly
And dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh)
She'd dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh-oh)
La-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la
And so lying underneath those stormy skies
She'd say, ""Oh, oh, oh, oh, oh, oh
I know the sun must set to rise""
Oh oh oh oh oh oh, oh, oh",permanent wave,$F$
"1,5,4,1,5",coldplay,paradise,pre-chorus,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","When she was just a girl she expected the world
Para-para-paradise
This could be para-para-paradise
Oh, oh, oh, oh, oh, oh, oh, oh, oh",permanent wave,$F$
"1,5,4,1,4",coldplay,paradise,pre-chorus,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","When she was just a girl she expected the world
Para-para-paradise
This could be para-para-paradise
Oh, oh, oh, oh, oh, oh, oh, oh, oh",permanent wave,$F$
"1,5,2,4,1",coldplay,paradise,intro,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","But it flew away from her reach
So she ran away in her sleep and dreamed of
Para-para-paradise, para-para-paradise, para-para-paradise
Every time she closed her eyes
But it flew away from her reach and the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly every tear a waterfall
In the night the stormy night she'll close her eyes
In the night the stormy night away she'd fly
And dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh)
She'd dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh-oh)
La-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la
And so lying underneath those stormy skies
She'd say, ""Oh, oh, oh, oh, oh, oh
I know the sun must set to rise""
Oh oh oh oh oh oh, oh, oh",permanent wave,$F$
"1,4,1,5,4",coldplay,paradise,pre-chorus,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","When she was just a girl she expected the world
Para-para-paradise
This could be para-para-paradise
Oh, oh, oh, oh, oh, oh, oh, oh, oh",permanent wave,$F$
"4,1,5,4,1",coldplay,paradise,pre-chorus,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","When she was just a girl she expected the world
Para-para-paradise
This could be para-para-paradise
Oh, oh, oh, oh, oh, oh, oh, oh, oh",permanent wave,$F$
"4,1,5,2,4",coldplay,paradise,intro,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","But it flew away from her reach
So she ran away in her sleep and dreamed of
Para-para-paradise, para-para-paradise, para-para-paradise
Every time she closed her eyes
But it flew away from her reach and the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly every tear a waterfall
In the night the stormy night she'll close her eyes
In the night the stormy night away she'd fly
And dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh)
She'd dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh-oh)
La-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la
And so lying underneath those stormy skies
She'd say, ""Oh, oh, oh, oh, oh, oh
I know the sun must set to rise""
Oh oh oh oh oh oh, oh, oh",permanent wave,$F$
"4,1,4,1,5",coldplay,paradise,pre-chorus,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","When she was just a girl she expected the world
Para-para-paradise
This could be para-para-paradise
Oh, oh, oh, oh, oh, oh, oh, oh, oh",permanent wave,$F$
"6,1,4,1,5",coldplay,paradise,intro,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","But it flew away from her reach
So she ran away in her sleep and dreamed of
Para-para-paradise, para-para-paradise, para-para-paradise
Every time she closed her eyes
But it flew away from her reach and the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly every tear a waterfall
In the night the stormy night she'll close her eyes
In the night the stormy night away she'd fly
And dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh)
She'd dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh-oh)
La-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la
And so lying underneath those stormy skies
She'd say, ""Oh, oh, oh, oh, oh, oh
I know the sun must set to rise""
Oh oh oh oh oh oh, oh, oh",permanent wave,$F$
"5,6,1,4,1",coldplay,paradise,intro,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","But it flew away from her reach
So she ran away in her sleep and dreamed of
Para-para-paradise, para-para-paradise, para-para-paradise
Every time she closed her eyes
But it flew away from her reach and the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly every tear a waterfall
In the night the stormy night she'll close her eyes
In the night the stormy night away she'd fly
And dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh)
She'd dream of para-para-paradise
(Oh oh oh oh oh, oh-oh-oh-oh)
La-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la
And so lying underneath those stormy skies
She'd say, ""Oh, oh, oh, oh, oh, oh
I know the sun must set to rise""
Oh oh oh oh oh oh, oh, oh",permanent wave,$F$
"5,4,1,4,1",coldplay,paradise,pre-chorus,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']","When she was just a girl she expected the world
Para-para-paradise
This could be para-para-paradise
Oh, oh, oh, oh, oh, oh, oh, oh, oh",permanent wave,$F$
"4,1,5",rihanna,take a bow,chorus,0.6970000000000001,0.467,9.0,-7.536,1.0,0.0715,0.248,0.0,0.0941,0.5720000000000001,82.081,229413.0,4.0,3,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']","How 'bout a round of applause?
Standin' ovation
Oh
(Please)
Baby when I know you're only sorry you got caught
[Chorus]
But it's over now",dance pop,$A$
"4,1,5",johnny cash,hurt,chorus,0.518,0.401,9.0,-7.582999999999999,0.0,0.0284,0.642,0.000185,0.118,0.171,92.148,216533.0,4.0,3,"['outlaw country', 'traditional country']","[Chorus]
And you could have it all
My empire of dirt
I will let you down
I will make you hurt",outlaw country,$A$
"4,1,5",coldplay,amsterdam,intro,0.262,0.176,10.0,-10.463,1.0,0.0301,0.836,0.0343,0.122,0.105,73.07600000000001,319360.0,4.0,3,"['permanent wave', 'pop']","If I, if I'd only waited
I'd not be stuck here in this hole
Come here, oh my star is fading
And I swear I waited and waited
I've got to get out of this hole
But time is on your side
It's on your side now
Not pushing you down and all around
It's no cause for concern
And I see no chance of release
And I know I'm dead on the surface
But I am screaming underneath
And time is on your side
Is on your side, It's on your side now
Not pushing you down, and all around
No it's no cause for concern
Stuck on the end of this ball and chain
And I'm on my way back down again
Stood on a bridge, tied to the noose
Sick to the stomach
You can say what you mean
But it won't change a thing
I'm sick of the secrets
Stood on the edge, tied to the noose",permanent wave,$A♯/B♭$
"4,1,5",coldplay,amsterdam,verse,0.262,0.176,10.0,-10.463,1.0,0.0301,0.836,0.0343,0.122,0.105,73.07600000000001,319360.0,4.0,3,"['permanent wave', 'pop']","If I, if I'd only waited
I'd not be stuck here in this hole
Come here, oh my star is fading
And I swear I waited and waited
I've got to get out of this hole
But time is on your side
It's on your side now
Not pushing you down and all around
It's no cause for concern
And I see no chance of release
And I know I'm dead on the surface
But I am screaming underneath
And time is on your side
Is on your side, It's on your side now
Not pushing you down, and all around
No it's no cause for concern
Stuck on the end of this ball and chain
And I'm on my way back down again
Stood on a bridge, tied to the noose
Sick to the stomach
You can say what you mean
But it won't change a thing
I'm sick of the secrets
Stood on the edge, tied to the noose",permanent wave,$A♯/B♭$
"4,1,5",jimi hendrix,one rainy wish,bridge,0.316,0.7559999999999999,8.0,-6.315,1.0,0.1,0.294,0.429,0.351,0.332,165.963,221827.0,4.0,3,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']","Golden rose, the color of the dream I had
Not too long ago
A never to grow old.
Misty blue and lilac too",album rock,$G♯/A♭$
"1,4,1,6,1",jimi hendrix,one rainy wish,chorus,0.316,0.7559999999999999,8.0,-6.315,1.0,0.1,0.294,0.429,0.351,0.332,165.963,221827.0,4.0,5,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']","Golden rose, the color of the dream I had
Not too long ago
A never to grow old.
Misty blue and lilac too",album rock,$G♯/A♭$
"1,6,1,4,1",jimi hendrix,one rainy wish,chorus,0.316,0.7559999999999999,8.0,-6.315,1.0,0.1,0.294,0.429,0.351,0.332,165.963,221827.0,4.0,5,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']","Golden rose, the color of the dream I had
Not too long ago
A never to grow old.
Misty blue and lilac too",album rock,$G♯/A♭$
"4,1,6,1,4",jimi hendrix,one rainy wish,chorus,0.316,0.7559999999999999,8.0,-6.315,1.0,0.1,0.294,0.429,0.351,0.332,165.963,221827.0,4.0,5,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']","Golden rose, the color of the dream I had
Not too long ago
A never to grow old.
Misty blue and lilac too",album rock,$G♯/A♭$
"6,1,4,1,6",jimi hendrix,one rainy wish,chorus,0.316,0.7559999999999999,8.0,-6.315,1.0,0.1,0.294,0.429,0.351,0.332,165.963,221827.0,4.0,5,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']","Golden rose, the color of the dream I had
Not too long ago
A never to grow old.
Misty blue and lilac too",album rock,$G♯/A♭$
"4,1,5",sam smith,stay with me,chorus,0.418,0.42,0.0,-6.444,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724.0,4.0,3,['pop'],"[Chorus:]
Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me",pop,$C$
"6,4,1",sam smith,stay with me,chorus,0.418,0.42,0.0,-6.444,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724.0,4.0,3,['pop'],"[Chorus:]
Oh, won't you stay with me?
'Cause you're all I need
This ain't love, it's clear to see
But darling, stay with me",pop,$C$
"4,1,5",rush,fly by night,chorus,0.501,0.7020000000000001,7.0,-8.543,1.0,0.0671,0.0872,0.0009939999999999,0.0671,0.58,139.096,202200.0,4.0,3,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock', 'symphonic rock']","[Chorus:]
Fly by night, away from here
Change my life again
Fly by night, goodbye my dear
My ship isn't coming and I just can't pretend",album rock,$G$
"5,4,1",rush,fly by night,chorus,0.501,0.7020000000000001,7.0,-8.543,1.0,0.0671,0.0872,0.0009939999999999,0.0671,0.58,139.096,202200.0,4.0,3,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock', 'symphonic rock']","[Chorus:]
Fly by night, away from here
Change my life again
Fly by night, goodbye my dear
My ship isn't coming and I just can't pretend",album rock,$G$
"4,1,4,1",rush,fly by night,bridge,0.501,0.7020000000000001,7.0,-8.543,1.0,0.0671,0.0872,0.0009939999999999,0.0671,0.58,139.096,202200.0,4.0,4,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock', 'symphonic rock']","[Chorus:]
Fly by night, away from here
Change my life again
Fly by night, goodbye my dear
My ship isn't coming and I just can't pretend",album rock,$G$
"4,1,5",lady gaga,marry the night,intro and verse,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,3,"['dance pop', 'pop']","I won't give up on my life
I'm a warrior queen
Live passionately tonight
I'm gonna marry the dark
Gonna make love to the stark
I'm a soldier to my own emptiness
I am a winner
I'm not gonna cry anymore
Leave nothing on these streets to explore
I'm gonna lace up my boots
Throw on some leather and cruise
Down the street that I love
In my fishnet gloves
I'm a sinner
Then I'll go down to the bar
But I won't cry anymore
I hold my whiskey up high
Kiss the bartender twice
I'm a loser
Nothing's too cool
To take me from you
New York is not just a tan
That you'll never loose
Love is the new
Denim or black
Skeleton guns
Or wedding bells in the attic
Get Ginger ready
Climb the El Camino front
Won't poke holes in the seats with my heels
'Cause that's where we make love
Come on and run
Turn the car on and run
I'm gonna burn a hole in the road
Leave nothin' on these streets to explode
Come on, come on
The night, the night",dance pop,$C$
"1,6,5,4,5",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"4,1,6,5,4",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"4,5,6,5,4",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"6,5,4,5,6",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"6,5,4,1,6",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"5,6,5,4,5",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"5,6,5,4,1",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"5,4,1,6,5",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"5,4,5,6,5",lady gaga,marry the night,chorus,0.614,0.879,0.0,-4.422,1.0,0.0559999999999999,0.00104,0.0043799999999999,0.41,0.407,131.092,264520.0,4.0,5,"['dance pop', 'pop']","I'm gonna marry the night
[Chorus]
M-m-m-marry m-m-m-marry m-m-m-marry the night
Oh m-m-marry m-m-m-marry m-m-m-marry the night
I'm gonna marry, marry
The night, the night, the night",dance pop,$C$
"4,1,5",nine inch nails,hurt,pre-chorus and chorus,0.485,0.193,11.0,-16.985,0.0,0.0322,0.6970000000000001,0.0262,0.135,0.079,79.926,373333.0,4.0,3,"['alternative metal', 'alternative rock', 'cyberpunk', 'industrial', 'industrial metal', 'industrial rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']","[Chorus]
And you could have it all,
My empire of dirt,
I will let you down,
I will make you hurt,",alternative metal,$B$
"4,5,6",nine inch nails,hurt,pre-chorus and chorus,0.485,0.193,11.0,-16.985,0.0,0.0322,0.6970000000000001,0.0262,0.135,0.079,79.926,373333.0,4.0,3,"['alternative metal', 'alternative rock', 'cyberpunk', 'industrial', 'industrial metal', 'industrial rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']","[Chorus]
And you could have it all,
My empire of dirt,
I will let you down,
I will make you hurt,",alternative metal,$B$
